Facility ID,State,Hospital Type,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating
330214,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
330215,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330218,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330219,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330221,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
330222,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
330223,NY,Acute Care,Government - Local,Government , Local,1
330224,NY,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,2
330226,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330229,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330231,NY,Acute Care,Government - Local,Government , Local,2
330233,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
330234,NY,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,1
330235,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330236,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
330238,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330239,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330240,NY,Acute Care,Government - Local,Government , Local,1
330241,NY,Acute Care,Government - State,Government , State,2
330245,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330246,NY,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
33024F,NY,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
330250,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330259,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
33025F,NY,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
330261,NY,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
330264,NY,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
330265,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330267,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
330270,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
330273,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330276,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
330277,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330279,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330285,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330286,NY,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,1
330304,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
330307,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
330331,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
330332,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330350,NY,Acute Care,Government - State,Government , State,1
330386,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330393,NY,Acute Care,Government - State,Government , State,4
330394,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
330395,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
330396,NY,Acute Care,Government - Local,Government , Local,2
330399,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
330401,NY,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,4
330405,NY,Acute Care,Government - Local,Government , Local,Not Available
330406,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
330411,NY,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331301,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331302,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331303,NY,Critical Access Hospitals,Government - Federal,Government , Federal,Not Available
331304,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331305,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331307,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331309,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331310,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331311,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,3
331312,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331313,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331314,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331315,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331316,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,3
331317,NY,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
331318,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331319,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
331320,NY,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,4
333301,NY,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
334001,NY,Psychiatric,Government - State,Government , State,Not Available
334002,NY,Psychiatric,Proprietary,Proprietary,,Not Available
334003,NY,Psychiatric,Government - State,Government , State,Not Available
334004,NY,Psychiatric,Government - State,Government , State,Not Available
334009,NY,Psychiatric,Government - State,Government , State,Not Available
334012,NY,Psychiatric,Government - State,Government , State,Not Available
334013,NY,Psychiatric,Government - State,Government , State,Not Available
334015,NY,Psychiatric,Government - State,Government , State,Not Available
334020,NY,Psychiatric,Government - Local,Government , Local,Not Available
334021,NY,Psychiatric,Government - Local,Government , Local,Not Available
334022,NY,Psychiatric,Proprietary,Proprietary,,Not Available
334026,NY,Psychiatric,Proprietary,Proprietary,,Not Available
334027,NY,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
334043,NY,Psychiatric,Government - State,Government , State,Not Available
334045,NY,Psychiatric,Government - State,Government , State,Not Available
334046,NY,Psychiatric,Government - State,Government , State,Not Available
334048,NY,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
334049,NY,Psychiatric,Proprietary,Proprietary,,Not Available
334052,NY,Psychiatric,Government - State,Government , State,Not Available
334053,NY,Psychiatric,Government - State,Government , State,Not Available
334054,NY,Psychiatric,Government - State,Government , State,Not Available
334060,NY,Psychiatric,Government - State,Government , State,Not Available
334061,NY,Psychiatric,Government - State,Government , State,Not Available
334063,NY,Psychiatric,Government - State,Government , State,Not Available
334064,NY,Psychiatric,Government - State,Government , State,Not Available
334065,NY,Psychiatric,Government - State,Government , State,Not Available
334066,NY,Psychiatric,Government - State,Government , State,Not Available
334067,NY,Psychiatric,Government - State,Government , State,Not Available
340001,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
340002,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
340003,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
340004,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340008,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340010,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
340013,NC,Acute Care,Proprietary,Proprietary,,4
340014,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340015,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340016,NC,Acute Care,Proprietary,Proprietary,,3
340017,NC,Acute Care,Government - Local,Government , Local,4
340020,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340021,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
340023,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
340024,NC,Acute Care,Government - Local,Government , Local,4
340027,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340028,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
340030,NC,Acute Care,Proprietary,Proprietary,,5
340032,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340039,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340040,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340041,NC,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
340042,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
340047,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340049,NC,Acute Care,Proprietary,Proprietary,,Not Available
340050,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340051,NC,Acute Care,Government - Local,Government , Local,5
340053,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340060,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
340061,NC,Acute Care,Government - State,Government , State,5
340064,NC,Acute Care,Government - Local,Government , Local,1
340068,NC,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
340069,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
340070,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340071,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340073,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
340075,NC,Acute Care,Proprietary,Proprietary,,3
340084,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
340085,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340087,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
340090,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
340091,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
340096,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340097,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340098,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
340099,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
340107,NC,Acute Care,Government - Local,Government , Local,2
340109,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
340113,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
340114,NC,Acute Care,Government - State,Government , State,5
340115,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
340116,NC,Acute Care,Proprietary,Proprietary,,3
340119,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
34011F,NC,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
340120,NC,Acute Care,Government - Local,Government , Local,4
340123,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
340126,NC,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
340127,NC,Acute Care,Government - Local,Government , Local,4
340129,NC,Acute Care,Proprietary,Proprietary,,2
34012F,NC,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
340130,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
340131,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
340132,NC,Acute Care,Proprietary,Proprietary,,3
340133,NC,Acute Care,Government - Local,Government , Local,3
34013F,NC,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
340141,NC,Acute Care,Government - Local,Government , Local,2
340142,NC,Acute Care,Proprietary,Proprietary,,3
340143,NC,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
340144,NC,Acute Care,Proprietary,Proprietary,,2
340145,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
340147,NC,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
340148,NC,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
